Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5433734939759036,0.5763888888888888,0.9596949158508837,0.2916666666666667,0.2847222222222222,0.5857142857142857,0.5,0.3083756345177665,0.3173374613003096,0.5076923076923077,0.4513888888888889,-0.011594780612406052,0.3819444444444444,0.06944444444444445,0.5272727272727272,0.4,0.4142857142857143,0.05405405405405406,0.4805194805194805,0.5347222222222222,-0.09708427287792339,0.4027777777777778,0.13194444444444445,0.4827586206896552,0.47368421052631576,0.40298507462686567,0.11842105263157894
1,0.655940594059406,0.5611111111111111,3.0328833611446533,0.30833333333333335,0.25277777777777777,0.6959459459459459,0.6071428571428571,0.39086294416243655,0.33900928792569657,0.5764705882352941,0.5902777777777778,0.163852295680254,0.4027777777777778,0.1875,0.5517241379310345,0.6296296296296297,0.45714285714285713,0.22972972972972974,0.5473684210526316,0.6597222222222222,0.16964050610079956,0.3819444444444444,0.2777777777777778,0.5272727272727272,0.575,0.417910447761194,0.3026315789473684
2,0.7169811320754716,0.6256944444444444,4.47628222331289,0.3451388888888889,0.28055555555555556,0.7565392354124748,0.6683168316831684,0.4733502538071066,0.4148606811145511,0.6122448979591837,0.6805555555555556,0.2495006691883776,0.375,0.3055555555555556,0.6296296296296297,0.5909090909090909,0.4857142857142857,0.35135135135135137,0.54,0.6944444444444444,0.14028580483822686,0.3888888888888889,0.3055555555555556,0.5535714285714286,0.5227272727272727,0.44776119402985076,0.3026315789473684
3,0.7468230694037146,0.7104166666666667,5.586329079341866,0.3888888888888889,0.3215277777777778,0.7839285714285714,0.7019438444924406,0.5545685279187818,0.4984520123839009,0.5531914893617021,0.6527777777777778,0.17171966960366108,0.4236111111111111,0.22916666666666666,0.5573770491803278,0.5454545454545454,0.4857142857142857,0.24324324324324326,0.49514563106796117,0.7152777777777778,0.051528528087995774,0.4166666666666667,0.2986111111111111,0.48333333333333334,0.5116279069767442,0.417910447761194,0.2894736842105263
4,0.7365988909426987,0.7513888888888889,5.866515434587871,0.41805555555555557,0.3333333333333333,0.7757475083056479,0.6875,0.5888324873096447,0.5077399380804953,0.5098039215686274,0.7083333333333334,0.06473175057313554,0.4375,0.2708333333333333,0.5396825396825397,0.46153846153846156,0.4857142857142857,0.24324324324324326,0.5363636363636364,0.7638888888888888,0.08920739257193747,0.4652777777777778,0.2986111111111111,0.5074626865671642,0.5813953488372093,0.4925373134328358,0.32894736842105265
5,0.7687443541102078,0.76875,6.821784310107061,0.4236111111111111,0.3451388888888889,0.8065573770491803,0.7223340040241448,0.6192893401015228,0.5541795665634675,0.5172413793103449,0.8055555555555556,0.07003720251033502,0.5486111111111112,0.2569444444444444,0.5316455696202531,0.4864864864864865,0.6,0.24324324324324326,0.4700854700854701,0.8125,0.008397673071522158,0.5555555555555556,0.2569444444444444,0.45,0.5135135135135135,0.5223880597014925,0.25
6,0.8027923211169284,0.7958333333333333,7.4717749809708,0.4513888888888889,0.34444444444444444,0.8384615384615385,0.7560483870967742,0.6890862944162437,0.5773993808049536,0.5504587155963303,0.7569444444444444,0.09662432017838961,0.3819444444444444,0.375,0.5636363636363636,0.5370370370370371,0.44285714285714284,0.3918918918918919,0.4690265486725664,0.7847222222222222,-0.0625048737299641,0.4930555555555556,0.2916666666666667,0.4647887323943662,0.47619047619047616,0.47761194029850745,0.2631578947368421
7,0.8060344827586207,0.8055555555555556,7.677892752724793,0.4534722222222222,0.35208333333333336,0.8346094946401225,0.7692307692307693,0.6878172588832487,0.5990712074303406,0.5739130434782609,0.7986111111111112,0.16435740999936072,0.4722222222222222,0.3263888888888889,0.6029411764705882,0.5319148936170213,0.5857142857142857,0.33783783783783783,0.424,0.8680555555555556,-0.2018730708859456,0.5555555555555556,0.3125,0.4125,0.4444444444444444,0.47761194029850745,0.2631578947368421
8,0.8135593220338984,0.8194444444444444,7.711577270180526,0.45625,0.36319444444444443,0.8417047184170472,0.7782026768642447,0.6979695431472082,0.6269349845201239,0.5785123966942148,0.8402777777777778,0.24113583569106578,0.4444444444444444,0.3958333333333333,0.59375,0.5614035087719298,0.5428571428571428,0.43243243243243246,0.46153846153846156,0.9027777777777778,-0.11949474502663757,0.5486111111111112,0.3541666666666667,0.45569620253164556,0.47058823529411764,0.5223880597014925,0.3157894736842105
9,0.8065573770491803,0.8472222222222222,8.143127790838971,0.4618055555555556,0.3854166666666667,0.8330827067669173,0.7747747747747747,0.6979695431472082,0.6640866873065016,0.5528455284552846,0.8541666666666666,0.18162571377823672,0.4027777777777778,0.4513888888888889,0.5517241379310345,0.5538461538461539,0.45714285714285713,0.4864864864864865,0.4566929133858268,0.8819444444444444,-0.152542626785979,0.5347222222222222,0.3472222222222222,0.42857142857142855,0.5,0.47761194029850745,0.32894736842105265
