Iteration,trainAccuracy,trainCoverage,trainReward,trainLong%,trainShort%,trainLongAcc,trainShortAcc,trainLongPrec,trainShortPrec,validationAccuracy,validationCoverage,validationReward,validationLong%,validationShort%,validationLongAcc,validationShortAcc,validLongPrec,validShortPrec,testAccuracy,testCoverage,testReward,testLong%,testShort%,testLongAcc,testShortAcc,testLongPrec,testShortPrec
0,0.5361596009975063,0.5569444444444445,1.6831981615708898,0.20347222222222222,0.35347222222222224,0.5802047781569966,0.5108055009823183,0.21976592977893367,0.3868065967016492,0.4878048780487805,0.5694444444444444,-0.03177070313779929,0.4652777777777778,0.10416666666666667,0.4925373134328358,0.4666666666666667,0.44,0.10144927536231885,0.5070422535211268,0.4930555555555556,0.028605668256465773,0.3958333333333333,0.09722222222222222,0.5263157894736842,0.42857142857142855,0.3835616438356164,0.08695652173913043
1,0.6397058823529411,0.5666666666666667,4.378097744916883,0.2701388888888889,0.2965277777777778,0.6735218508997429,0.6088992974238876,0.34070221066319895,0.3868065967016492,0.5089285714285714,0.7777777777777778,0.0812922587110136,0.3541666666666667,0.4236111111111111,0.5098039215686274,0.5081967213114754,0.3466666666666667,0.4492753623188406,0.5137614678899083,0.7569444444444444,0.0770343152361139,0.3680555555555556,0.3888888888888889,0.5471698113207547,0.48214285714285715,0.3698630136986301,0.391304347826087
2,0.6842105263157895,0.6465277777777778,6.317084824923714,0.32083333333333336,0.32569444444444445,0.7164502164502164,0.652452025586354,0.42912873862158646,0.45577211394302847,0.620253164556962,0.5486111111111112,0.08465485909420682,0.2222222222222222,0.3263888888888889,0.65625,0.5957446808510638,0.28,0.4057971014492754,0.589041095890411,0.5069444444444444,0.0816430679741191,0.1597222222222222,0.3472222222222222,0.5652173913043478,0.6,0.1780821917808219,0.43478260869565216
3,0.7246531483457844,0.6506944444444445,7.376522801719378,0.30625,0.34444444444444444,0.7709750566893424,0.6834677419354839,0.4408322496749025,0.5037481259370314,0.5523809523809524,0.7291666666666666,0.008353886081416965,0.2847222222222222,0.4444444444444444,0.5853658536585366,0.53125,0.32,0.4927536231884058,0.5555555555555556,0.6875,0.07855473477139047,0.2777777777777778,0.4097222222222222,0.575,0.5423728813559322,0.3150684931506849,0.43478260869565216
4,0.7231695085255767,0.6923611111111111,8.39453268528174,0.3402777777777778,0.35208333333333336,0.7612244897959184,0.6863905325443787,0.4837451235370611,0.5172413793103449,0.5238095238095238,0.7291666666666666,-0.008777269140022068,0.2777777777777778,0.4513888888888889,0.525,0.5230769230769231,0.28,0.4927536231884058,0.5,0.6944444444444444,-0.027184692138635145,0.3194444444444444,0.375,0.5434782608695652,0.46296296296296297,0.3150684931506849,0.36231884057971014
5,0.7511563367252544,0.7506944444444444,9.367583612365605,0.3701388888888889,0.38055555555555554,0.7729831144465291,0.7299270072992701,0.5344603381014305,0.5982008995502249,0.625,0.7777777777777778,0.13932096955185133,0.2986111111111111,0.4791666666666667,0.6511627906976745,0.6086956521739131,0.37333333333333335,0.6086956521739131,0.46078431372549017,0.7083333333333334,-0.04991370560479043,0.3263888888888889,0.3819444444444444,0.5106382978723404,0.41818181818181815,0.3287671232876712,0.3333333333333333
6,0.7824933687002652,0.7854166666666667,10.029413244542779,0.4083333333333333,0.3770833333333333,0.8010204081632653,0.7624309392265194,0.6098829648894668,0.6176911544227887,0.544,0.8680555555555556,0.11694414272583491,0.4722222222222222,0.3958333333333333,0.5588235294117647,0.5263157894736842,0.5066666666666667,0.43478260869565216,0.5045045045045045,0.7708333333333334,-0.007152905277535012,0.4513888888888889,0.3194444444444444,0.5230769230769231,0.4782608695652174,0.4383561643835616,0.3188405797101449
7,0.7914485165794066,0.7958333333333333,9.945443342801969,0.41944444444444445,0.3763888888888889,0.8062913907284768,0.7749077490774908,0.6306892067620286,0.6266866566716641,0.5581395348837209,0.8958333333333334,0.11235078921347626,0.4652777777777778,0.4305555555555556,0.5671641791044776,0.5483870967741935,0.5066666666666667,0.4927536231884058,0.5042016806722689,0.8263888888888888,-0.044367196363183134,0.4930555555555556,0.3333333333333333,0.5352112676056338,0.4583333333333333,0.4931506849315068,0.3188405797101449
8,0.7963118189438391,0.8284722222222223,10.77803497173353,0.42291666666666666,0.40555555555555556,0.8210180623973727,0.7705479452054794,0.6501950585175552,0.6686656671664168,0.5625,0.8888888888888888,0.07716480536650429,0.4444444444444444,0.4444444444444444,0.5625,0.5625,0.48,0.5217391304347826,0.5086206896551724,0.8055555555555556,0.02701249904543599,0.4583333333333333,0.3472222222222222,0.5151515151515151,0.5,0.4657534246575342,0.36231884057971014
9,0.8187134502923976,0.83125,11.204174638555719,0.4361111111111111,0.3951388888888889,0.8296178343949044,0.8066783831282952,0.6762028608582574,0.6836581709145427,0.5811965811965812,0.8125,0.18268752185597617,0.4097222222222222,0.4027777777777778,0.5932203389830508,0.5689655172413793,0.4666666666666667,0.4782608695652174,0.5454545454545454,0.7638888888888888,0.07913364872803531,0.4652777777777778,0.2986111111111111,0.5373134328358209,0.5581395348837209,0.4931506849315068,0.34782608695652173
